"measurementID","occurrenceID","measurementType","measurementValue","measurementUnit","eventID"
"43da810a2799f1dba9ee3a641bc5d972","c211b1b3-625e-46a4-88a0-800dfd194e83","Number of the specimen","7",NA,NA
"43dd50c8554c499576893288db1edca6","d68606f3-485a-4578-8846-8821842c8e89","Length of the specimen","193","millimeter",NA
"440659068e3fb40f5488a85ca05e5e75",NA,"Voltage at the start of data collection for the second electrofisher","300","volt","BIGC.20190425.08.1.e-fisher"
"44158afea0a39563c1fa341f047bea89",NA,"Voltage at the end of data collection for the second electrofisher","150","volt","BIGC.20191024.09.1.e-fisher"
"44158afea0a39563c1fa341f047bea89",NA,"Voltage at the end of data collection for the second electrofisher","30","hertz","BIGC.20191024.09.1.e-fisher"
"442e640f0663f599ff0a57a69532a490","a2a011cf-6456-497b-8494-9999e7827b4b","Live weight as measured in the field","0.3","gram",NA
"44a5eda7760d1e84af46fb0b7b763fe0",NA,"Number of the sampling pass within a reach","1",NA,"BIGC.20191024.09.1.e-fisher"
"44aaf31d9755cafc071dbfcb21dd5413","4cef6ed5-81bb-418e-9f25-6b7f5f30ec00","Number of the specimen","47",NA,NA
"44cf0676453c61bc5d862a20da3d5a6f",NA,"Number of the sampling pass within a reach","3",NA,"BIGC.20191021.01.3.e-fisher"
"44eb069b4279aa0f4120f9c125f4fcd1","ecf08f4e-97fc-4dac-ac76-c279cd1fb812","Number of the specimen","48",NA,NA
"44fb8721e2b3b9cd32b8f3ce6963edc9","88b91546-4635-4a43-beb0-780c27585e1c","Live weight as measured in the field","19","gram",NA
"452cc9adcac51b299ca6efb1a51d9c3d","83579f1a-105b-492b-ab48-ddf5b74035aa","Number of the specimen","32",NA,NA
"452d464d3fce8ea9a1d065a7b905998d","366e12ef-b2af-461d-bd1e-669f88d001f7","Number of the specimen","34",NA,NA
"456538c805fb2238a77491605d0b5b33","004b1d79-1662-4c08-8617-f4843ebe73b6","Live weight as measured in the field","14","gram",NA
"456c8aad4361996e712eb112365edc63",NA,"Temperature of water","10.8","degrees Celsius","BIGC.20191023.07.3.e-fisher"
"45a52823feb96709fedb429c1a2e408e",NA,"Conductivity auto-corrected to 25 degrees C","235","microsiemensPerCentimeter","BIGC.20191023.07.3.e-fisher"
"45bb10e26ef6dd480b296787b20f9f88","da25573a-534a-40b3-88e7-b455280cac51","Length of the specimen","91","millimeter",NA
"45de7906f42b3fbda68ee8a652d6b636",NA,"Reach type (fixed or random)","random",NA,"BIGC.AOS.fish.point.09"
"45e778afbf40ddb41f9e87cfd5b78c77","3dd0a076-65d1-4f50-96e2-7d1c2d5d00d2","Live weight as measured in the field","12","gram",NA
"4611e8f45f36f067393edb7b8f053d10","2aa28faa-ff62-4f54-b2b2-2cc521afeff7","Indication of mortality from the electrofishing equipment","Y",NA,NA
"463037a44f9435a5ac0a0dac7c8a25f8","21fa2078-2247-4a75-b454-9d2596aab2a6","Live weight as measured in the field","6","gram",NA
"46352f8470225595e0911778cad904c9",NA,"Dissolved Oxygen Concentration","9.1","milligramsPerLiter","BIGC.20191023.07.2.e-fisher"
"463ad5484c18d98061e403876fe932b9",NA,"Reach type (fixed or random)","fixed",NA,"BIGC.AOS.fish.point.04"
"467600a80bf0204f2480c5d87f1c9fc4","9e1df244-ba30-4d17-8f99-50975b83d3d5","Length of the specimen","203","millimeter",NA
"4698c1d48e0d4513cbf635dbf33e1902","c5a62467-494b-4571-bd8a-3402d0c2ecfa","Live weight as measured in the field","11","gram",NA
"46c9e8b3b4786f2748ed1e9cedced116","5b5c2b84-e78f-44b7-b440-46cf5be7b509","Number of the specimen","47",NA,NA
"471d11c44589dbf0d1091e2b72bccc82",NA,"Frequency at the start of data collection for the second electrofisher","30","hertz","BIGC.20190424.07.3.e-fisher"
"4720685ca8577f13cb91683937011f65","46c5b4a9-5029-4e2d-a59e-fe2a4cbb68d1","Length of the specimen","122","millimeter",NA
"474a52f889b2b12c3318b1b535ca922f","8c2bc202-e88e-44ae-9fca-6e900d5149c5","Length of the specimen","115","millimeter",NA
"476a713dd06ebe58489c003d4864548b","4f30ea80-cd7f-4508-9771-484c2ac19b45","Number of the specimen","9",NA,NA
"4778d104fa4179c2035b2260afbc464b","1afac3c8-26dc-4b0b-b992-6c9150ffa6dc","Number of the specimen","12",NA,NA
"4792148d40cb6af06415fe72ff01aa36","e775557b-b1c1-4567-950c-2d058bd89923","Live weight as measured in the field","76","gram",NA
"479a841d5830aae36cdaa9247b82f445","3e13d9d2-0fae-45cc-8841-350a7862a247","Number of the specimen","9",NA,NA
"47ae1546cbd52705b0d6f255156f946c","7c9a25e6-b257-4cfd-b203-14a2f7b97176","Length of the specimen","122","millimeter",NA
"47d9ab49b73b8e8dd865cc18b6e83076","a0c2b225-25c9-4fa0-ac65-48324ebc3354","Live weight as measured in the field","30","gram",NA
"47db46022d5d66b881d86483e4da6384","14164697-b6fb-4720-9628-1cec474ada07","Number of the specimen","14",NA,NA
"47e4f02f8c265bbcd3ada5a38fa04ccc","d434810a-85a0-4416-a7c5-0f0b0fee8807","Length of the specimen","142","millimeter",NA
"47f221de2fdf33c2c290a809f68690d9","36db3fa9-96d5-4fa2-bddb-ea02e36f9be6","Live weight as measured in the field","68","gram",NA
"481bede2733498c517a3f3c5ebfb91c1","87673ad5-4c3d-4f2d-b3a3-304c82989092","Number of the specimen","14",NA,NA
"48355a48e6f6d62168db261c259b4960","1512982e-edd2-4054-a5ed-b563a8e18955","Live weight as measured in the field","33","gram",NA
"484058b9c41812e8d0f063b6bf6cc6e0","e00e0e22-5a25-4bb8-befe-95525d64b22d","Number of the specimen","14",NA,NA
"48634392fd9b63803827dfd29186e2fc","67277e43-41bd-4187-9739-dd557ed367e0","Length of the specimen","100","millimeter",NA
"4879a0479082b7afc2993ffaf39c88b6","73f546d8-865a-4d48-934c-d38b70aa2b79","Number of the specimen","9",NA,NA
"489c6f90eeb5a2282aa21aeac322fdf0","c5a62467-494b-4571-bd8a-3402d0c2ecfa","Length of the specimen","102","millimeter",NA
"48c272aac1053ac9547d661b442bb8aa","e9c94699-dee4-4a54-b5d3-3827e77a23b6","Length of the specimen","75","millimeter",NA
"490751a8acf83f3f04c8e514da460b70","f011a500-3627-459f-8b55-ab6fa631b5a0","Number of the specimen","42",NA,NA
"491cebe806802485194612d60cb1e741",NA,"Dissolved Oxygen Concentration","9.1","milligramsPerLiter","BIGC.20191023.07.1.e-fisher"
"492deb4c227b719cc55c9eebfda19fb0","a6b366a9-f2d6-438d-b946-2abe0a057e86","Length of the specimen","153","millimeter",NA
"4930e82f53ef68172a363211049ec680","e697f120-e0bc-4888-b3a7-1198d7c296aa","Number of the specimen","32",NA,NA
"4958e64a5e5605a3f682e92ba82208e0",NA,"Dissolved Oxygen Concentration","9.1","milligramsPerLiter","BIGC.20191023.07.3.e-fisher"
"49a142c5e14efd12d8ecddc10358aba5","0e22b365-0d6f-49ae-bf48-0223194de1e6","Number of the specimen","19",NA,NA
"49b6c8ea58b7310e8edc2a92b5abeef7","38f835d5-d7c6-464d-a610-231b5549aaf1","Length of the specimen","77","millimeter",NA
"49cc109210ac315286be5aa51670a791","9e2b381b-e5ec-4c29-abf5-afa778d52b45","Live weight as measured in the field","4","gram",NA
"4a0f5401a5f0e06a17f7a2235772d190","964b21de-67c2-45f4-80a5-3fe5cd4f7b89","Length of the specimen","245","millimeter",NA
"4a190c28c1ebe8dc8681909c88879eac","5256b27a-c751-4c55-b390-58cce3e98751","Number of the specimen","13",NA,NA
"4a2713a3ce2a1ae36065b4c85bb7c3b7","a92ddb06-65e5-4964-9f61-444f0fb886f7","Live weight as measured in the field","12","gram",NA
"4a581ad37bfce3e71eef2c3810438ce3","ea98dab7-3b1d-4904-b885-443b15040487","Number of the specimen","2",NA,NA
"4a67e1b00b5fd63a8577c51c7cddbcba","a406db3d-1039-4d14-a251-d2cce9cdcb15","Live weight as measured in the field","7","gram",NA
"4aab7183891788518244f4fa3bb697e8","4f64d9ac-0fd8-4379-a2b3-4c1be7940f80","Number of the specimen","4",NA,NA
"4ac4c5f50e00771536814d4e2700fa49","e7737f08-436c-4a23-8411-808cec8669c5","Number of the specimen","25",NA,NA
"4b0c26eaca2b176ccb14388c0d311664","c450cb21-46ef-429d-8aa8-a1cda5b70aac","Number of the specimen","1",NA,NA
"4b45ae8dfbec43c42cf12c8b0d939459","23b57c90-b2c2-47cc-83f6-eb01573d7c41","Live weight as measured in the field","14","gram",NA
"4b68e95184643f6ee34380ece6f8f718","212d4c5c-94c7-4ee2-a79a-3996c1a98933","Live weight as measured in the field","15","gram",NA
"4b78b9219c75ceece0399880436c3623","4d5128ed-5177-4f6a-9555-e17b67e23858","Length of the specimen","115","millimeter",NA
"4b8f5a457faa90972602b769892808e3",NA,"Voltage at the end of data collection for the second electrofisher","30","hertz","BIGC.20190423.04.1.e-fisher"
"4b8f5a457faa90972602b769892808e3",NA,"Voltage at the end of data collection for the second electrofisher","300","volt","BIGC.20190423.04.1.e-fisher"
"4b95b13054d74d987daad6d14791cace","7423da8a-c4b3-4b9a-ba49-0417f8f4e9ed","Length of the specimen","85","millimeter",NA
"4ba65ded945eea04a80f15c8e54d80e4","4156caa0-a913-46c7-9949-c980d078a596","Live weight as measured in the field","97","gram",NA
"4bc2d30d6d0b9b62bc810720112f1daf","99756090-dde2-4b24-a2df-e781fbfaf1a7","Number of the specimen","19",NA,NA
"4bd17a0d8a87d4015ad80a922e75c583","1512982e-edd2-4054-a5ed-b563a8e18955","Number of the specimen","14",NA,NA
"4bf50921e7ca0769503e62ff0f1dc7da","388fb6b4-5c09-4b59-8ead-cc42f0aeeaf5","Live weight as measured in the field","24","gram",NA
"4c0ef4cca3416d69bca8aa9f9687d4cf","71410c6e-55c0-46fe-9d1e-3e486d2bcb8c","Number of the specimen","11",NA,NA
"4c11f2abdff8f244df980a3a834fc10b","780a34cd-9c19-43c1-b717-2194aeceba14","Number of the specimen","14",NA,NA
"4c60296fbe22f04bcee30ab84e1e7343","8e09bfe3-5d90-4600-a05c-e3f9615f9cbf","Live weight as measured in the field","25","gram",NA
"4c66cdccc94d96b27d149b1fc02794e5","3c3aab64-9481-4645-9ec0-02be99789a78","Length of the specimen","133","millimeter",NA
"4c7fb0f9d46d897a744c17cb69403688","9018f921-61c1-45c7-bb7c-5b05d964d2cb","Length of the specimen","131","millimeter",NA
"4ca2e730d44b223d0abf9d777375cf0b","f34e735b-9500-4051-bc64-e828865c631d","Number of the specimen","1",NA,NA
"4ccecc029e910d62a38881dbf79ab983","9c72ada0-0e23-46a1-9f5f-1daf8d179440","Length of the specimen","86","millimeter",NA
"4ce2c0b3f2294591b65d2d65541d87fc",NA,"Temperature of water","10.4","degrees Celsius","BIGC.20190425.08.1.e-fisher"
"4d41b201f502b6ad9be509df05fe0c15","d2a0df38-ade5-413c-98ed-678484b2e92b","Length of the specimen","126","millimeter",NA
"4d7cb4eb09ecb5066aed77883098a6b3","fbc29d30-3cc6-4fea-bb88-79eb4dbc6c10","Length of the specimen","142","millimeter",NA
"4dcbafcb91d90a42e15aab49ba8ab23b","2ba4b8a7-b48b-4a9c-844f-580de7a5d47a","Length of the specimen","210","millimeter",NA
"4dcfb3995f089db17079e44b71c6c864","1a1db9fe-4b27-4995-aa50-15f210580d5c","Live weight as measured in the field","62","gram",NA
"4dd5be06b9a90cc38718f26398664572",NA,"Temperature of water","8.9","degrees Celsius","BIGC.20190422.01.1.e-fisher"
"4e0300ed60609263c5e4f1202da0006d","5e8a5f54-fc51-42c3-a0dd-2a10d8c3e801","Live weight as measured in the field","28","gram",NA
"4e1937e6f90b5d59414b9cc24f8240c8","f3343584-a844-492f-a8b5-1f4a1a11dcbe","Live weight as measured in the field","4","gram",NA
"4e41c1d511ecd043e36f7832917265a4","9cafe757-73b1-4285-81b9-40082b050514","Number of the specimen","26",NA,NA
"4e5e43ee5df7dc98c6cd383efb8f86c1","e63e777b-1019-4f2f-b2f0-a8c24d7754f2","Length of the specimen","129","millimeter",NA
"4e7ee01b6560cf72de654b9a890ba165","ff6368e0-afe0-4afc-a5f9-fda13b0c5105","Length of the specimen","172","millimeter",NA
"4e8962a5137fab7120835e4ef9aed124","cb75d1ba-f02a-4aa3-b8b9-78ae15a7f3af","Number of the specimen","40",NA,NA
"4eba6a6d4d506e807a0bcf65791dc48b","4d42508d-dbce-4b7f-b5d1-b3c1c372eeb5","Length of the specimen","177","millimeter",NA
"4ecad0b19f3ced0e657908a3e87f514a","e63e777b-1019-4f2f-b2f0-a8c24d7754f2","Live weight as measured in the field","22","gram",NA
"4ee75bbf16316d25a1a924a576883173","c41275e8-c9ea-4656-893e-f66f2decb3ef","Number of the specimen","9",NA,NA
"4f430f97dae02de68ff2177c864ab85b","ef3f20b7-d29e-4ff8-af30-354b762463e2","Number of the specimen","1",NA,NA
"4f9f7a996bba1997f9c10e8ae655c2bc","76f83b0e-662d-4e9b-9f1a-1f3da2ff81dd","Length of the specimen","114","millimeter",NA
"5045138184aedc2d10415349935d1471","d1cbe1cc-a3e5-4f15-bdcf-9b767453149e","Number of the specimen","1",NA,NA
"5075e6d192573532a3d25bf62bbee080","e6d2eb28-1695-4c4f-839d-252e63c7b19c","Number of the specimen","29",NA,NA
"5079fa122823dd40e1a0b24cf66cbae9","0079055e-1f65-420c-b789-edac97a42c3f","Live weight as measured in the field","16","gram",NA
"5092b9569b8750d2ff524c47c1e8b2f4","ff36ecb7-359e-4400-afdc-3c4b1937cdd7","Live weight as measured in the field","10","gram",NA
"50e6cff3917f5642e5541d035dca8c50","0884a357-1344-4cd7-979d-05592e664603","Length of the specimen","211","millimeter",NA
"50eb1963ec31f0fb1aa2113f9ed4aeff","f371dcf9-7466-4af2-81ef-20ce48b71db5","Live weight as measured in the field","28","gram",NA
"50f13e8f3cd02d136e9f3f0c628118ca","010d6651-28bb-4ec9-bf5f-9aa63477ef87","Number of the specimen","13",NA,NA
"51131d3bfef26477188fe6ee1907125f","c6033984-8620-473a-8cd4-4f37e30b911f","Number of the specimen","15",NA,NA
"5116aafe2d5a15015020bc9d9b56914d","8bd031a8-9c8c-492b-b4c8-9c49ebb70f6a","Length of the specimen","93","millimeter",NA
"5180a5d01be71fb00e64e00ed6079d4c","98e43a8e-dcac-4eee-8e38-e5f2feec0a12","Number of the specimen","1",NA,NA
"51d088ad11ce5417254309ef125350f7",NA,"Conductivity auto-corrected to 25 degrees C","78.9","microsiemensPerCentimeter","BIGC.20190424.07.2.e-fisher"
"51d0b68dbb68e6384ae1085844613d7f","41962ace-b591-4131-8a34-c66c37c67e1b","Number of the specimen","20",NA,NA
"51fafd1f8805f7a0be4e27ac26350708","ddb20551-0dcc-4937-9851-4a906ae922b8","Live weight as measured in the field","4","gram",NA
"5210ea64b09da03194ee5662c9287838","388fb6b4-5c09-4b59-8ead-cc42f0aeeaf5","Number of the specimen","1",NA,NA
"5213bb1524bfdf85fb495f20e0e5b768","68b0cf8a-12c3-4a7e-9d33-ae342e27d048","Number of the specimen","23",NA,NA
"523701a8b453c03e5753e29389955a36","eebcb628-f587-4378-9093-65a151816c87","Number of the specimen","37",NA,NA
"526a402b723a2459542c87c169f2cc5a","0528554b-9eb3-4e64-b08d-272285c857b5","Length of the specimen","172","millimeter",NA
"527434004a33c96708bbb51d55cecea5","6e2b42a5-5e4e-4ebe-9a2a-8ed2068245e5","Number of the specimen","24",NA,NA
"528731dec8eae904dc54cf6de3ff2eb4","824b5ffc-1c55-4b42-8a44-96ff481335e9","Number of the specimen","9",NA,NA
"52967908dbd1551d22efe7d2bd5ce097","ffff47ee-26c4-458c-ba0b-4c53778d7389","Length of the specimen","141","millimeter",NA
"52a08fa72768066c94a0899f596d1f1c","9d4186ad-c8bf-4976-88f5-7e0cccd12a22","Length of the specimen","128","millimeter",NA
"52be2a795887a512b213e5e8ad31c28e","abee4533-87c4-426d-9d0e-99256d071529","Number of the specimen","4",NA,NA
"52c1bf40a8827773a59cec4b5b76ae98","58e26345-ba3a-405d-9d69-8b90d9c4ddde","Number of the specimen","10",NA,NA
"52e12c3dfac318f3b27177275422e33a","8e09bfe3-5d90-4600-a05c-e3f9615f9cbf","Number of the specimen","9",NA,NA
"52eb42689f4daf1633ad4f0c0a8559bc","0fb6f1d1-13d6-497b-918c-a75bed6f1275","Number of the specimen","8",NA,NA
"52f2c91ac39f6616f95fca29dd6aacb4","b4b9e38b-be56-4954-b43e-fc8850648984","Number of the specimen","5",NA,NA
"53113819f1a4444cf1114550d7354647","d01e19c4-486a-4010-807e-4d3432acc88a","Number of the specimen","5",NA,NA
"532a896424266453cc2c29097adbf085","ac5945e8-2c48-41a1-a4d1-63d48737018f","Number of the specimen","4",NA,NA
"5351face4fb03a040640534f76afdddb","67139fd2-a94c-4d6e-96c3-88c02f15bbea","Length of the specimen","200","millimeter",NA
"5352b0087182ad8456cc2e745d442804","8ff26412-f662-46b9-b318-e0f4dd999132","Number of the specimen","15",NA,NA
"539c95af38d3168ff7b18e18ad288126","42536cad-c0a0-46f6-9e54-9429c823e722","Length of the specimen","25","millimeter",NA
"53c0521e12c7dd16f3af19bae3bbe1f3","9066e8dd-106d-4156-aceb-f81472dadad1","Number of the specimen","12",NA,NA
"543ab7329c1122e57af4405c064b02da","e1189dae-6955-4ca2-8e64-5d267177c947","Length of the specimen","159","millimeter",NA
"5449806e62803be6e3b037088b27020e","d1a00947-272d-4a07-9a3d-dac672773eb9","Length of the specimen","21","millimeter",NA
"5459063008403a4e250a3dfcc6fae041","aacf4e05-143d-496c-ac3c-1f1d582fe817","Length of the specimen","192","millimeter",NA
"549509d31ec7d703718bd1f2e100b154","890e8552-a038-47f7-8454-4005521d8be7","Number of the specimen","5",NA,NA
"54c29dc119f4db8cbb49f0dabd89623e","5a2f3d76-5f7c-4580-9cc1-50df8d42589a","Live weight as measured in the field","25","gram",NA
"54e213d883ab04938e4cc1190c857f2a","8b2c4195-dfb7-4f21-96de-e56fc10d2e94","Number of the specimen","8",NA,NA
"55060bc9bf34f09059b439bb829c4d86","7771a638-38a4-4a3d-8c9d-e9310a537ef8","Live weight as measured in the field","69","gram",NA
"55219b84e6403892c31677fdf2cf7a3a","f5eb5061-3dd0-4772-b4bc-9f721c14dece","Number of the specimen","11",NA,NA
"55224c582f64692ffe0c6d4363944b23","a2a011cf-6456-497b-8494-9999e7827b4b","Number of the specimen","15",NA,NA
"5544b7a6fd4db0548ad7c60e233c053b","fdf068ab-5743-4105-8f06-24b06d11368a","Length of the specimen","96","millimeter",NA
"554ce7204fe0d3203cee9a5d2c0a735f",NA,"Duty cycle at the start of data collection for the second electrofisher","30","percent","BIGC.20191023.07.3.e-fisher"
"5553cdc69f7e75408178398845bac0dd","78cce41a-29d2-4eda-a949-bebb852dc1e3","Live weight as measured in the field","5","gram",NA
"556046577b7faf5d40c995bc649747a9","82821cd0-12b9-4929-a794-740d066d4354","Live weight as measured in the field","85","gram",NA
"55b07a40551eb2e819d73e19425b29be","833959bd-35c7-43b4-92e0-f05b45dff769","Length of the specimen","118","millimeter",NA
"55b209b1bc02bd0cb5f690f4606aac41","7848f4fa-0516-4bfe-9eb5-a208172678df","Length of the specimen","87","millimeter",NA
"55b9ae9f6e0e2e2c094c08c6ccc3a02e","7b08eb68-8cf9-4797-b463-17ac8abd3cc4","Live weight as measured in the field","29","gram",NA
"55ba1e111530348f3946681916d27c6d","b719a3ba-ce7f-4380-9727-a38da9230ad6","Length of the specimen","116","millimeter",NA
"55ba3532e9cb2592c63dd142ff917128",NA,"Reach type (fixed or random)","fixed",NA,"BIGC.AOS.fish.point.01"
"55bc6b6b9ec8ce9bf262876542332c58","202c87d9-9357-4890-a305-270b66ca4219","Length of the specimen","133","millimeter",NA
"55d2ab53463a4cbb481b588d4b284245","55c90f13-e750-47cd-88e6-218a39d038d8","Length of the specimen","62","millimeter",NA
"562797dd8b3f7bfbfb4f8b1384199d55","c25dc427-b245-4864-ab8f-0843119720bd","Live weight as measured in the field","30","gram",NA
"562aada73e36d40cd043238bc39b2ecf","23ce3fd1-c2d6-4671-b16e-789e965ac0c0","Length of the specimen","114","millimeter",NA
"565865bfb89c38ffe247d489105597e3","52c9bc94-775d-4e13-b6c8-81addecf6fad","Live weight as measured in the field","4","gram",NA
"5661a34b00c1126a0367df4a398badd3","0e9c3715-106e-403e-9a37-d079ee38f8cb","Live weight as measured in the field","20","gram",NA
"5673311fafcc62c831de7b997860da40","ca6fe698-1c7c-4a13-bb24-17dc7afe0ed9","Length of the specimen","200","millimeter",NA
"5687ff74af4fe8db6d05aab0e38fb64b",NA,"Operational time of the electrofisher for the second electrofisher","2120","second","BIGC.20191023.07.3.e-fisher"
"56b442248d3a1cac8969a5198da198a8","9a207139-8f8b-4054-a717-f44ecc33819e","Length of the specimen","211","millimeter",NA
"56cd69fa51258283db113cca183c8884","23ce3fd1-c2d6-4671-b16e-789e965ac0c0","Live weight as measured in the field","14","gram",NA
"56df95ff2309560a90fdfe0308bd259b","e7bdc979-04d3-4272-8cc3-4315429b1f62","Number of the specimen","15",NA,NA
"56fa06121f1e240debe6b4e8019dff51","a0f8893b-d52c-4106-8969-4f81d8e83519","Length of the specimen","140","millimeter",NA
"56fa10528ad44f86817629d22ab776ac","581730cd-83b8-416a-9636-74980b3f7a0a","Live weight as measured in the field","20","gram",NA
"57099c066ecf2afaa0375df33bcc813c",NA,"Operational time of the electrofisher for the second electrofisher","4601","second","BIGC.20190423.04.1.e-fisher"
"571a0dd6482dfaf30fc05203ecbf6761","c1fb1d20-dc9a-4d7c-b372-01f2ea49b32a","Length of the specimen","110","millimeter",NA
"572a1cb9f614336e0484eba5daa7ba88","6197b799-b878-4c57-845e-94165bc75634","Live weight as measured in the field","6","gram",NA
"572d5086db79a40545b5a5c4d5a960ed","38f835d5-d7c6-464d-a610-231b5549aaf1","Number of the specimen","54",NA,NA
"57465c75a61c7116744ca7b85ea3d171","43625d54-fc01-4a54-86ce-f6029e3dd007","Live weight as measured in the field","21","gram",NA
